,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
35,35,"{'id': 'wired', 'name': 'Wired'}",Boone Ashworth,US State Department Ditches Times New Roman for Calibri,"The switch away from the serif-laden typeface is being made for accessibility and legibility reasons, the agency says.",https://www.wired.com/story/us-state-department-calibri-times-new-roman-fonts/,"https://media.wired.com/photos/63c9e8962f495264d0001d4b/191:100/w_1280,c_limit/Times-New-Roman-Calibre-Battle.jpg",2023-01-20T22:33:48Z,"The US Department of State will soon change its default typeface from the stalwart, stodgy Times New Roman to the younger, cooler Calibri. Its a move the State Department says is intended to improve … [+3516 chars]"
36,36,"{'id': 'wired', 'name': 'Wired'}",Susie Alegre,Freedom of Thought Is a Human Right,"In 2023, people will remember how to think for themselves—and Big Tech will help.",https://www.wired.com/story/reglation-privacy-surveillance/,"https://media.wired.com/photos/63bc648e04fdce858b279fb9/191:100/w_1280,c_limit/04_Freedom-of-thought-is-a-human-right.jpg",2023-01-15T12:00:00Z,"In his 2019 Stanford address, Tim Cook warned about the threat to our freedom to be human from technology that looks to get inside our heads and rearrange the furniture. His freedom to be human is, e… [+3218 chars]"
37,37,"{'id': 'wired', 'name': 'Wired'}",Gerd Gigerenzer,It’s Time to Teach AI How to Be Forgetful,"By emulating the human ability to forget some of the data, psychological AIs will transform algorithmic accuracy.",https://www.wired.com/story/psychology-artificial-intelligence/,"https://media.wired.com/photos/63b48603145a571e203e3a87/191:100/w_1280,c_limit/04_It_s-time-we-taught-AI-how-to-be-forgetful.jpg",2023-01-09T12:00:00Z,"Our brain has evolved to make predictions and explanations in unstable and ill-defined situations. For instance, to understand a novel situation, the brain generates a single explanation on the fly. … [+4021 chars]"
38,38,"{'id': 'wired', 'name': 'Wired'}",Lily Hay Newman,The Password Isn’t Dead Yet. You Need a Hardware Key,"Any multifactor authentication adds protection, but a physical token is the best bet when it really counts.",https://www.wired.com/story/hardware-security-key-passwords-passkeys/,"https://media.wired.com/photos/639b782520642730f95ffa01/191:100/w_1280,c_limit/YearEndReview_YubiKey.jpg",2022-12-30T13:00:00Z,"In August,  the internet infrastructure company Cloudflare was one of hundreds of targets in a massive criminal phishing spree that succeeded in breaching numerous tech companies. While some Cloudfla… [+4419 chars]"
39,39,"{'id': 'wired', 'name': 'Wired'}",Meghan O'Gieblyn,Mental Health Apps Won’t Get You Off the Couch,WIRED's spiritual advice columnist on whether digital tools can solve a health crisis they helped create.,https://www.wired.com/story/are-mental-health-apps-worth-trying/,"https://media.wired.com/photos/63b600fa04fdce858b279e97/191:100/w_1280,c_limit/WI020123_ST_CloudSupport_01.jpg",2023-01-17T13:00:00Z,"Everyone's so gung ho about therapy these days. I've been curious myself, but I'm not ready to commit to paying for it. A mental health app seems like it could be a decent stepping stone. But are the… [+5014 chars]"
40,40,"{'id': 'wired', 'name': 'Wired'}",Karen Bakker,Nature’s Soundtrack Reveals the Secrets of Degradation,Researchers are applying digital listening technology to the natural world. It turns out it has quite a lot to say to us—and not all of it sounds good.,https://www.wired.com/story/nature-digital-listening-environment/,"https://media.wired.com/photos/63b484451628debb3e3ed533/191:100/w_1280,c_limit/03_Nature_s-soundtrack-remixed.jpg",2023-01-05T12:00:00Z,"Digital listening is becoming the most powerful new scientific tool for observing and preserving our natural environment. From the Arctic to the Amazon, scientists are covering the globe with network… [+4721 chars]"
41,41,"{'id': 'wired', 'name': 'Wired'}",Eric Ravenscraft,"13 Deals on Headphones, Gaming Gear, and Home Office Upgrades","Right now you can score discounts on speakers, vacuums, and noise-canceling headphones to drown them out.",https://www.wired.com/story/midweek-deals-012523/,"https://media.wired.com/photos/5ec31f703b4719b49ff88afc/191:100/w_1280,c_limit/Gear-Razer-Opus---Src-Razer-2.jpg",2023-01-26T12:00:00Z,"IT's been just long enough since the holidays that the deals are starting to roll back in, particularly on that thing you meant to get for your new console or computer that you forgot. Fortunately, r… [+4580 chars]"
42,42,"{'id': 'the-verge', 'name': 'The Verge'}",James Vincent,Friday’s top tech news: job cuts come for Google,"Google has become the latest tech giant to announce a round of layoffs affecting thousands of its employees. Around 12,000 jobs are expected to be cut globally. Plus, Reed Hastings is stepping down as co-CEO of Netflix.",https://www.theverge.com/2023/1/20/23563699/january-20-2023-tech-news-liveblog,https://cdn.vox-cdn.com/thumbor/zoPORZsYcJT2WjI5lx7z45IV7As=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24016886/STK093_Google_03.jpg,2023-01-20T11:06:51Z,"Illustration: The Verge

 

 And it’s all-change over at Netflix. First came Twitter, then Meta, Amazon, and Microsoft, and now Google has become the latest tech giant to announce a round of layoffs… [+1127 chars]"
43,43,"{'id': None, 'name': 'Gizmodo.com'}",Nikki Main,Microsoft Pours Billions Into New Deal With Company Behind ChatGPT,Microsoft announced it is entering a third-round partnership with ChatGPT-maker OpenAI in a new multibillion-dollar investment. The company first entered a partnership with OpenAI in 2019 and confirmed its second round two years later as it endeavored to expa…,https://gizmodo.com/microsoft-openai-chatgpt-bing-1850019904,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/530cf1592bc8eeb9cea835f6f53436ee.jpg",2023-01-23T21:20:00Z,Microsoft announced it is entering a third-round partnership with ChatGPT-maker OpenAI in a new multibillion-dollar investment. The company first entered a partnership with OpenAI in 2019 and confirm… [+2260 chars]
44,44,"{'id': None, 'name': 'Gizmodo.com'}",Andrew Liszewski,Microsoft's New AI Tool Just Needs to Hear Three Seconds of Your Voice to Mimic You,"Despite how far advancements in AI video generation have come, it still requires quite a bit of source material, like headshots from various angles or video footage, for someone to create a convincing deepfaked version of your likeness. When it comes to fakin…",https://gizmodo.com/microsoft-ai-voice-mimic-deepfake-natural-copy-audio-1849969596,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/899e7541cda85d6ca3dd585344265ae4.jpg",2023-01-10T15:55:00Z,"Despite how far advancements in AI video generation have come, it still requires quite a bit of source material, like headshots from various angles or video footage, for someone to create a convincin… [+3003 chars]"
45,45,"{'id': None, 'name': 'Gizmodo.com'}",Nikki Main,The Year Ahead in Autonomous Responsibility,"Nikki Main covers breaking news for Gizmodo. You can follow her coverage here, and email story ideas and tips to nmcaleese@gizmodo.com.Read more...",https://gizmodo.com/autonomy-artificial-intelligence-predictions-2023-1849914786,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/dedc7c6fda52d16de9b1f876ee0e2416.jpg",2023-01-11T13:58:00Z,"Nikki Main covers breaking news for Gizmodo. You can follow her coverage here, and email story ideas and tips to nmcaleese@gizmodo.com.
The top story:
Its likely youve become numb to how often you … [+3759 chars]"
46,46,"{'id': None, 'name': 'Gizmodo.com'}",Mack DeGeurin,Apple Joins Amazon as Second Company to Lose $1 Trillion in Value in 2022,"In a year marked by economic downturns and layoffs plaguing tech, two of the industry’s biggest heavyweights both lost more in terms of valuation than any other company before it. First came Amazon, and now, Apple. Combined, the two companies have shed roughl…",https://gizmodo.com/apple-iphone-amazon-inflation-supply-chain-1849948660,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/a4c77fe49d3d918f38dd184991ca1a58.jpg",2023-01-04T16:30:00Z,"In a year marked by economic downturns and layoffs plaguing tech, two of the industrys biggest heavyweights both lost more in terms of valuation than any other company before it. First came Amazon, a… [+2751 chars]"
47,47,"{'id': None, 'name': 'Gizmodo.com'}",Andrew Liszewski,This Touchscreen Stylus Has a Graphite Tip That Also Writes On Paper,"As someone who would eagerly apply three or four screen protectors to their touchscreen devices were it not for the strange looks I’d get, I can’t help but cringe at this new stylus from MSI that also works as a pencil without swapping tips or switching ends.…",https://gizmodo.com/msi-pencil-2-touchscreen-stylus-graphite-tip-works-pape-1849979572,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/efb8ec7e03330cca978054b778ff8c06.gif",2023-01-12T17:10:00Z,"As someone who would eagerly apply three or four screen protectors to their touchscreen devices were it not for the strange looks Id get, I cant help but cringe at this new stylus from MSI that also … [+2041 chars]"
48,48,"{'id': 'cnn', 'name': 'CNN'}",Samantha Murphy Kelly,Microsoft confirms it's investing billions in ChatGPT creator OpenAI,"Microsoft on Monday confirmed it is making a ""multibillion dollar"" investment in OpenAI,  the company behind the viral new chatbot tool called ChatGPT.",https://www.cnn.com/2023/01/23/tech/microsoft-invests-chatgpt-openai/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/221222084202-openai-chatgpt-stock.jpg?c=16x9&q=w_800,c_fill",2023-01-23T14:45:43Z,"Microsoft on Monday confirmed it is making a multibillion dollar investment in OpenAI, the company behind the viral new chatbot tool called ChatGPT.
Microsoft, an early investor in OpenAI, said it p… [+1034 chars]"
49,49,"{'id': 'cnn', 'name': 'CNN'}",Oliver Darcy,Washington Post begins layoffs,"The Washington Post on Tuesday began laying off staffers, people familiar with the matter said, a widely expected move following an announcement by publisher Fred Ryan last month that the newspaper would be cutting jobs.",https://www.cnn.com/2023/01/24/business/washington-post-begins-layoffs/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230124110930-01-washington-post-k-street-building-file.jpg?c=16x9&q=w_800,c_fill",2023-01-24T16:33:56Z,"The Washington Post on Tuesday became the latest media company to conduct layoffs, people familiar with the matter said, a move that publisher Fred Ryan had indicated last month the newspaper would t… [+2801 chars]"
50,50,"{'id': 'cnn', 'name': 'CNN'}",Nicole Goodkind,Wall Street is ignoring the Fed. That could be dangerous,"As the Federal Reserve continues its inflation-fighting tightrope act, market moves suggest that investors may be feeling more at ease with the central bank's actions. That's not necessarily a good thing.",https://www.cnn.com/2023/01/27/investing/premarket-stocks-trading/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230118104826-jerome-powell-011023.jpg?c=16x9&q=w_800,c_fill",2023-01-27T12:29:54Z,A version of this story first appeared in CNN Business Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the s… [+6206 chars]
51,51,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Samuel Axon,Microsoft events to show new slate of games—including Starfield,"Starfield will be shown separately from the other games, though.",https://arstechnica.com/gaming/2023/01/microsoft-events-to-show-new-slate-of-games-including-starfield/,https://cdn.arstechnica.net/wp-content/uploads/2023/01/Starfield_05_Destruction-760x380.png,2023-01-11T23:49:52Z,"Enlarge/ A screenshot from the upcoming game Starfield.
4 with 0 posters participating
Today, Microsoft announced an upcoming livestream called ""Developer_Direct"" that will include looks at several… [+3409 chars]"
52,52,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Scharon Harding,"Microsoft to lay off 10,000 workers, blames decelerated customer spending","“We will have to do more with less,"" CEO Satya Nadella says.",https://arstechnica.com/information-technology/2023/01/microsoft-announces-10000-job-cuts-reportedly-downsizes-hololens-group/,https://cdn.arstechnica.net/wp-content/uploads/2023/01/GettyImages-1246327785-760x380.jpg,2023-01-18T18:09:27Z,"26 with 0 posters participating
Microsoft is laying off about 10,000 employees by the end of Q3 of its 2023 fiscal year, the company confirmed today. Microsoft's Securities and Exchange Commission f… [+4094 chars]"
53,53,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Corey Gaskin,"Today’s best deals: Apple MacBook Air, Razer Blade, Google Pixel, and more","Dealmaster also has Apple iPad Air, Garmin's smart scale, portable storage, and 4K TVs.",https://arstechnica.com/staff/2023/01/todays-best-deals-apple-macbook-air-razer-blade-google-pixel-and-more/,https://cdn.arstechnica.net/wp-content/uploads/2023/01/dm011723-760x380.jpg,2023-01-18T14:01:34Z,"0 with 0 posters participating
It's Wednesday, which means it's time for another Dealmaster. Our latest roundup of the best tech deals from around the web includes a solid price for the latest M2-ba… [+5205 chars]"
